"sampledate","depth","wtemp","flag_wtemp"
2003-08-21,0,24.359,""
2003-08-21,1,21.926,""
2003-08-21,1.5,16.599,""
2003-08-21,2,12.31,""
2003-08-21,2.5,8.664,""
2003-08-21,3,6.7,""
2003-08-21,4,4.8,""
2003-08-21,5,4.529,""
2003-08-21,6,4.565,""
2003-08-21,7,4.369,""
2003-08-22,0,24.459,""
2003-08-22,1,21.939,""
2003-08-22,1.5,16.652,""
2003-08-22,2,12.347,""
2003-08-22,2.5,8.689,""
2003-08-22,3,6.727,""
2003-08-22,4,4.816,""
2003-08-22,5,4.539,""
2003-08-22,6,4.568,""
2003-08-22,7,4.373,""
2003-08-23,0,22.114,""
2003-08-23,1,21.632,""
2003-08-23,1.5,16.692,""
2003-08-23,2,12.346,""
2003-08-23,2.5,8.704,""
2003-08-23,3,6.735,""
2003-08-23,4,4.789,""
2003-08-23,5,4.549,""
2003-08-23,6,4.579,""
2003-08-23,7,4.38,""
2003-08-24,0,24.095,""
2003-08-24,1,20.768,""
2003-08-24,1.5,16.907,""
2003-08-24,2,12.573,""
2003-08-24,2.5,8.854,""
2003-08-24,3,6.842,""
2003-08-24,4,4.823,""
2003-08-24,5,4.549,""
2003-08-24,6,4.577,""
2003-08-24,7,4.387,""
2003-08-25,0,24.942,""
2003-08-25,1,20.692,""
2003-08-25,1.5,16.939,""
2003-08-25,2,12.641,""
2003-08-25,2.5,8.904,""
2003-08-25,3,6.874,""
2003-08-25,4,4.842,""
2003-08-25,5,4.554,""
2003-08-25,6,4.58,""
2003-08-25,7,4.42,""
2003-08-26,0,25.04,""
2003-08-26,1,20.783,""
2003-08-26,1.5,16.942,""
2003-08-26,2,12.689,""
2003-08-26,2.5,8.938,""
2003-08-26,3,6.9,""
2003-08-26,4,4.841,""
2003-08-26,5,4.554,""
2003-08-26,6,4.58,""
2003-08-26,7,4.389,""
2003-08-27,0,23.523,""
2003-08-27,1,20.935,""
2003-08-27,1.5,16.92,""
2003-08-27,2,12.716,""
2003-08-27,2.5,8.96,""
2003-08-27,3,6.922,""
2003-08-27,4,4.864,""
2003-08-27,5,4.569,""
2003-08-27,6,4.58,""
2003-08-27,7,4.39,""
2003-08-28,0,22.031,""
2003-08-28,1,20.649,""
2003-08-28,1.5,16.934,""
2003-08-28,2,12.779,""
2003-08-28,2.5,9.012,""
2003-08-28,3,6.961,""
2003-08-28,4,4.868,""
2003-08-28,5,4.588,""
2003-08-28,6,4.581,""
2003-08-28,7,4.39,""
2003-08-29,0,21.132,""
2003-08-29,1,20.163,""
2003-08-29,1.5,16.946,""
2003-08-29,2,12.844,""
2003-08-29,2.5,9.056,""
2003-08-29,3,6.987,""
2003-08-29,4,4.885,""
2003-08-29,5,4.591,""
2003-08-29,6,4.581,""
2003-08-29,7,4.391,""
2003-08-30,0,21.185,""
2003-08-30,1,19.041,""
2003-08-30,1.5,16.983,""
2003-08-30,2,12.854,""
2003-08-30,2.5,9.074,""
2003-08-30,3,7.009,""
2003-08-30,4,4.891,""
2003-08-30,5,4.609,""
2003-08-30,6,4.591,""
2003-08-30,7,4.396,""
2003-08-31,0,21.196,""
2003-08-31,1,18.888,""
2003-08-31,1.5,16.915,""
2003-08-31,2,12.882,""
2003-08-31,2.5,9.096,""
2003-08-31,3,7.025,""
2003-08-31,4,4.859,""
2003-08-31,5,4.619,""
2003-08-31,6,4.629,""
2003-08-31,7,4.409,""
2003-09-01,0,21.753,""
2003-09-01,1,18.845,""
2003-09-01,1.5,16.862,""
2003-09-01,2,12.929,""
2003-09-01,2.5,9.147,""
2003-09-01,3,7.059,""
2003-09-01,4,4.87,""
2003-09-01,5,4.618,""
2003-09-01,6,4.598,""
2003-09-01,7,4.419,""
2003-09-02,0,21.578,""
2003-09-02,1,18.939,""
2003-09-02,1.5,16.793,""
2003-09-02,2,12.953,""
2003-09-02,2.5,9.17,""
2003-09-02,3,7.08,""
2003-09-02,4,4.907,""
2003-09-02,5,4.619,""
2003-09-02,6,4.602,""
2003-09-02,7,4.435,""
2003-09-03,0,19.544,""
2003-09-03,1,18.913,""
2003-09-03,1.5,16.704,""
2003-09-03,2,12.946,""
2003-09-03,2.5,9.182,""
2003-09-03,3,7.086,""
2003-09-03,4,4.938,""
2003-09-03,5,4.619,""
2003-09-03,6,4.605,""
2003-09-03,7,4.441,""
2003-09-04,0,19.886,""
2003-09-04,1,17.984,""
2003-09-04,1.5,16.726,""
2003-09-04,2,13.001,""
2003-09-04,2.5,9.239,""
2003-09-04,3,7.131,""
2003-09-04,4,4.977,""
2003-09-04,5,4.619,""
2003-09-04,6,4.608,""
2003-09-04,7,4.448,""
2003-09-05,0,20.485,""
2003-09-05,1,17.522,""
2003-09-05,1.5,16.687,""
2003-09-05,2,13.02,""
2003-09-05,2.5,9.277,""
2003-09-05,3,7.17,""
2003-09-05,4,4.985,""
2003-09-05,5,4.62,""
2003-09-05,6,4.649,""
2003-09-05,7,4.455,""
2003-09-06,0,21.639,""
2003-09-06,1,17.62,""
2003-09-06,1.5,16.474,""
2003-09-06,2,13.025,""
2003-09-06,2.5,9.303,""
2003-09-06,3,7.183,""
2003-09-06,4,4.997,""
2003-09-06,5,4.62,""
2003-09-06,6,4.646,""
2003-09-06,7,4.458,""
2003-09-07,0,22.12,""
2003-09-07,1,17.854,""
2003-09-07,1.5,16.301,""
2003-09-07,2,13.02,""
2003-09-07,2.5,9.336,""
2003-09-07,3,7.204,""
2003-09-07,4,5.012,""
2003-09-07,5,4.62,""
2003-09-07,6,4.63,""
2003-09-07,7,4.459,""
2003-09-08,0,24.144,""
2003-09-08,1,18.065,""
2003-09-08,1.5,16.187,""
2003-09-08,2,13.016,""
2003-09-08,2.5,9.369,""
2003-09-08,3,7.231,""
2003-09-08,4,5.036,""
2003-09-08,5,4.62,""
2003-09-08,6,4.626,""
2003-09-08,7,4.466,""
2003-09-09,0,24.421,""
2003-09-09,1,18.292,""
2003-09-09,1.5,16.146,""
2003-09-09,2,13.038,""
2003-09-09,2.5,9.416,""
2003-09-09,3,7.275,""
2003-09-09,4,5.068,""
2003-09-09,5,4.619,""
2003-09-09,6,4.627,""
2003-09-09,7,4.475,""
2003-09-10,0,24.294,""
2003-09-10,1,18.519,""
2003-09-10,1.5,16.126,""
2003-09-10,2,13.04,""
2003-09-10,2.5,9.45,""
2003-09-10,3,7.31,""
2003-09-10,4,5.098,""
2003-09-10,5,4.62,""
2003-09-10,6,4.639,""
2003-09-10,7,4.491,""
2003-09-11,0,23.658,""
2003-09-11,1,18.747,""
2003-09-11,1.5,16.059,""
2003-09-11,2,13.007,""
2003-09-11,2.5,9.46,""
2003-09-11,3,7.323,""
2003-09-11,4,5.124,""
2003-09-11,5,4.62,""
2003-09-11,6,4.642,""
2003-09-11,7,4.496,""
2003-09-12,0,21.141,""
2003-09-12,1,18.975,""
2003-09-12,1.5,16.061,""
2003-09-12,2,13.035,""
2003-09-12,2.5,9.516,""
2003-09-12,3,7.366,""
2003-09-12,4,5.165,""
2003-09-12,5,4.619,""
2003-09-12,6,4.646,""
2003-09-12,7,4.501,""
2003-09-13,0,20.293,""
2003-09-13,1,19.095,""
2003-09-13,1.5,16.105,""
2003-09-13,2,13.095,""
2003-09-13,2.5,9.612,""
2003-09-13,3,7.436,""
2003-09-13,4,5.208,""
2003-09-13,5,4.62,""
2003-09-13,6,4.649,""
2003-09-13,7,4.503,""
2003-09-14,0,19.151,""
2003-09-14,1,18.91,""
2003-09-14,1.5,16.082,""
2003-09-14,2,13.058,""
2003-09-14,2.5,9.626,""
2003-09-14,3,7.451,""
2003-09-14,4,5.222,""
2003-09-14,5,4.62,""
2003-09-14,6,4.647,""
2003-09-14,7,4.506,""
2003-09-15,0,18.331,""
2003-09-15,1,17.515,""
2003-09-15,1.5,16.291,""
2003-09-15,2,13.147,""
2003-09-15,2.5,9.722,""
2003-09-15,3,7.54,""
2003-09-15,4,5.266,""
2003-09-15,5,4.617,""
2003-09-15,6,4.647,""
2003-09-15,7,4.506,""
2003-09-16,0,19.932,""
2003-09-16,1,16.699,""
2003-09-16,1.5,16.261,""
2003-09-16,2,13.175,""
2003-09-16,2.5,9.751,""
2003-09-16,3,7.577,""
2003-09-16,4,5.304,""
2003-09-16,5,4.622,""
2003-09-16,6,4.669,""
2003-09-16,7,4.509,""
2003-09-17,0,20.274,""
2003-09-17,1,16.795,""
2003-09-17,1.5,15.987,""
2003-09-17,2,13.182,""
2003-09-17,2.5,9.778,""
2003-09-17,3,7.613,""
2003-09-17,4,5.329,""
2003-09-17,5,4.638,""
2003-09-17,6,4.669,""
2003-09-17,7,4.652,""
2003-09-18,0,20.894,""
2003-09-18,1,17.055,""
2003-09-18,1.5,15.812,""
2003-09-18,2,13.159,""
2003-09-18,2.5,9.775,""
2003-09-18,3,7.622,""
2003-09-18,4,5.339,""
2003-09-18,5,4.631,""
2003-09-18,6,4.647,""
2003-09-18,7,4.53,""
2003-09-19,0,17.82,""
2003-09-19,1,17.06,""
2003-09-19,1.5,15.739,""
2003-09-19,2,13.166,""
2003-09-19,2.5,9.814,""
2003-09-19,3,7.648,""
2003-09-19,4,5.367,""
2003-09-19,5,4.626,""
2003-09-19,6,4.65,""
2003-09-19,7,4.547,""
2003-09-20,0,17.673,""
2003-09-20,1,15.606,""
2003-09-20,1.5,15.439,""
2003-09-20,2,13.216,""
2003-09-20,2.5,9.864,""
2003-09-20,3,7.72,""
2003-09-20,4,5.398,""
2003-09-20,5,4.627,""
2003-09-20,6,4.649,""
2003-09-20,7,4.548,""
2003-09-21,0,16.638,""
2003-09-21,1,15.442,""
2003-09-21,1.5,15.187,""
2003-09-21,2,13.152,""
2003-09-21,2.5,9.847,""
2003-09-21,3,7.699,""
2003-09-21,4,5.411,""
2003-09-21,5,4.662,""
2003-09-21,6,4.671,""
2003-09-21,7,4.573,""
2003-09-22,0,15.624,""
2003-09-22,1,15.42,""
2003-09-22,1.5,15.101,""
2003-09-22,2,13.192,""
2003-09-22,2.5,9.93,""
2003-09-22,3,7.78,""
2003-09-22,4,5.437,""
2003-09-22,5,4.643,""
2003-09-22,6,4.651,""
2003-09-22,7,4.566,""
2003-09-23,0,15.491,""
2003-09-23,1,14.585,""
2003-09-23,1.5,14.444,""
2003-09-23,2,13.288,""
2003-09-23,2.5,9.967,""
2003-09-23,3,7.828,""
2003-09-23,4,5.477,""
2003-09-23,5,4.65,""
2003-09-23,6,4.652,""
2003-09-23,7,4.558,""
2003-09-24,0,14.533,""
2003-09-24,1,14.378,""
2003-09-24,1.5,14.212,""
2003-09-24,2,13.194,""
2003-09-24,2.5,9.978,""
2003-09-24,3,7.822,""
2003-09-24,4,5.488,""
2003-09-24,5,4.648,""
2003-09-24,6,4.652,""
2003-09-24,7,4.554,""
2003-09-25,0,13.468,""
2003-09-25,1,13.046,""
2003-09-25,1.5,12.984,""
2003-09-25,2,12.769,""
2003-09-25,2.5,10.027,""
2003-09-25,3,7.851,""
2003-09-25,4,5.513,""
2003-09-25,5,4.656,""
2003-09-25,6,4.651,""
2003-09-25,7,4.556,""
2003-09-26,0,12.7,""
2003-09-26,1,12.602,""
2003-09-26,1.5,12.572,""
2003-09-26,2,12.459,""
2003-09-26,2.5,10.138,""
2003-09-26,3,7.896,""
2003-09-26,4,5.543,""
2003-09-26,5,4.665,""
2003-09-26,6,4.652,""
2003-09-26,7,4.561,""
2003-09-27,0,12.011,""
2003-09-27,1,12.064,""
2003-09-27,1.5,12.059,""
2003-09-27,2,11.998,""
2003-09-27,2.5,10.259,""
2003-09-27,3,7.971,""
2003-09-27,4,5.58,""
2003-09-27,5,4.677,""
2003-09-27,6,4.652,""
2003-09-27,7,4.564,""
2003-09-28,0,11.508,""
2003-09-28,1,11.434,""
2003-09-28,1.5,11.393,""
2003-09-28,2,11.352,""
2003-09-28,2.5,10.453,""
2003-09-28,3,8.023,""
2003-09-28,4,5.616,""
2003-09-28,5,4.682,""
2003-09-28,6,4.654,""
2003-09-28,7,4.567,""
2003-09-29,0,10.697,""
2003-09-29,1,10.568,""
2003-09-29,1.5,10.542,""
2003-09-29,2,10.508,""
2003-09-29,2.5,10.281,""
2003-09-29,3,8.106,""
2003-09-29,4,5.647,""
2003-09-29,5,4.691,""
2003-09-29,6,4.653,""
2003-09-29,7,4.611,""
2003-09-30,0,10.224,""
2003-09-30,1,9.987,""
2003-09-30,1.5,9.92,""
2003-09-30,2,9.88,""
2003-09-30,2.5,9.759,""
2003-09-30,3,8.314,""
2003-09-30,4,5.673,""
2003-09-30,5,4.701,""
2003-09-30,6,4.653,""
2003-09-30,7,4.565,""
2003-10-01,0,9.405,""
2003-10-01,1,9.363,""
2003-10-01,1.5,9.317,""
2003-10-01,2,9.279,""
2003-10-01,2.5,9.189,""
2003-10-01,3,8.539,""
2003-10-01,4,5.705,""
2003-10-01,5,4.711,""
2003-10-01,6,4.653,""
2003-10-01,7,4.562,""
2003-10-02,0,9.157,""
2003-10-02,1,8.624,""
2003-10-02,1.5,8.544,""
2003-10-02,2,8.494,""
2003-10-02,2.5,8.436,""
2003-10-02,3,8.445,""
2003-10-02,4,5.732,""
2003-10-02,5,4.724,""
2003-10-02,6,4.653,""
2003-10-02,7,4.566,""
2003-10-03,0,8.478,""
2003-10-03,1,8.443,""
2003-10-03,1.5,8.393,""
2003-10-03,2,8.355,""
2003-10-03,2.5,8.299,""
2003-10-03,3,8.294,""
2003-10-03,4,5.782,""
2003-10-03,5,4.731,""
2003-10-03,6,4.653,""
2003-10-03,7,4.568,""
2003-10-04,0,8.502,""
2003-10-04,1,8.046,""
2003-10-04,1.5,7.971,""
2003-10-04,2,7.926,""
2003-10-04,2.5,7.874,""
2003-10-04,3,8.034,""
2003-10-04,4,5.814,""
2003-10-04,5,4.746,""
2003-10-04,6,4.655,""
2003-10-04,7,4.568,""
2003-10-05,0,9.522,""
2003-10-05,1,7.667,""
2003-10-05,1.5,7.609,""
2003-10-05,2,7.584,""
2003-10-05,2.5,7.528,""
2003-10-05,3,7.708,""
2003-10-05,4,5.869,""
2003-10-05,5,4.752,""
2003-10-05,6,4.654,""
2003-10-05,7,4.568,""
2003-10-06,0,10.661,""
2003-10-06,1,7.63,""
2003-10-06,1.5,7.562,""
2003-10-06,2,7.528,""
2003-10-06,2.5,7.463,""
2003-10-06,3,7.639,""
2003-10-06,4,5.925,""
2003-10-06,5,4.758,""
2003-10-06,6,4.654,""
2003-10-06,7,4.572,""
2003-10-07,0,12.918,""
2003-10-07,1,7.708,""
2003-10-07,1.5,7.562,""
2003-10-07,2,7.525,""
2003-10-07,2.5,7.461,""
2003-10-07,3,7.59,""
2003-10-07,4,5.959,""
2003-10-07,5,4.764,""
2003-10-07,6,4.653,""
2003-10-07,7,4.572,""
2003-10-08,0,14.079,""
2003-10-08,1,7.865,""
2003-10-08,1.5,7.588,""
2003-10-08,2,7.532,""
2003-10-08,2.5,7.461,""
2003-10-08,3,7.556,""
2003-10-08,4,5.999,""
2003-10-08,5,4.773,""
2003-10-08,6,4.653,""
2003-10-08,7,4.57,""
2003-10-09,0,15.671,""
2003-10-09,1,8.069,""
2003-10-09,1.5,7.622,""
2003-10-09,2,7.538,""
2003-10-09,2.5,7.46,""
2003-10-09,3,7.538,""
2003-10-09,4,6.025,""
2003-10-09,5,4.786,""
2003-10-09,6,4.654,""
2003-10-09,7,4.574,""
2003-10-10,0,15.903,""
2003-10-10,1,8.278,""
2003-10-10,1.5,7.657,""
2003-10-10,2,7.54,""
2003-10-10,2.5,7.46,""
2003-10-10,3,7.515,""
2003-10-10,4,6.049,""
2003-10-10,5,4.795,""
2003-10-10,6,4.654,""
2003-10-10,7,4.572,""
2003-10-11,0,15.236,""
2003-10-11,1,8.552,""
2003-10-11,1.5,7.71,""
2003-10-11,2,7.544,""
2003-10-11,2.5,7.458,""
2003-10-11,3,7.477,""
2003-10-11,4,6.073,""
2003-10-11,5,4.803,""
2003-10-11,6,4.656,""
2003-10-11,7,4.57,""
2003-10-12,0,12.824,""
2003-10-12,1,9.044,""
2003-10-12,1.5,7.796,""
2003-10-12,2,7.559,""
2003-10-12,2.5,7.453,""
2003-10-12,3,7.42,""
2003-10-12,4,6.08,""
2003-10-12,5,4.815,""
2003-10-12,6,4.661,""
2003-10-12,7,4.573,""
2003-10-13,0,12.292,""
2003-10-13,1,9.51,""
2003-10-13,1.5,7.869,""
2003-10-13,2,7.576,""
2003-10-13,2.5,7.448,""
2003-10-13,3,7.41,""
2003-10-13,4,6.107,""
2003-10-13,5,4.832,""
2003-10-13,6,4.664,""
2003-10-13,7,4.57,""
2003-10-14,0,11.149,""
2003-10-14,1,9.733,""
2003-10-14,1.5,7.96,""
2003-10-14,2,7.596,""
2003-10-14,2.5,7.433,""
2003-10-14,3,7.394,""
2003-10-14,4,6.111,""
2003-10-14,5,4.844,""
2003-10-14,6,4.665,""
2003-10-14,7,4.573,""
2003-10-15,0,9.402,""
2003-10-15,1,9.346,""
2003-10-15,1.5,8.126,""
2003-10-15,2,7.62,""
2003-10-15,2.5,7.418,""
2003-10-15,3,7.366,""
2003-10-15,4,6.131,""
2003-10-15,5,4.851,""
2003-10-15,6,4.667,""
2003-10-15,7,4.573,""
2003-10-16,0,8.133,""
2003-10-16,1,8.184,""
2003-10-16,1.5,7.982,""
2003-10-16,2,7.672,""
2003-10-16,2.5,7.429,""
2003-10-16,3,7.34,""
2003-10-16,4,6.135,""
2003-10-16,5,4.866,""
2003-10-16,6,4.67,""
2003-10-16,7,4.576,""
2003-10-17,0,7.87,""
2003-10-17,1,7.593,""
2003-10-17,1.5,7.553,""
2003-10-17,2,7.503,""
2003-10-17,2.5,7.398,""
2003-10-17,3,7.366,""
2003-10-17,4,6.128,""
2003-10-17,5,4.88,""
2003-10-17,6,4.67,""
2003-10-17,7,4.578,""
2003-10-18,0,8.869,""
2003-10-18,1,7.517,""
2003-10-18,1.5,7.441,""
2003-10-18,2,7.405,""
2003-10-18,2.5,7.344,""
2003-10-18,3,7.363,""
2003-10-18,4,6.133,""
2003-10-18,5,4.89,""
2003-10-18,6,4.675,""
2003-10-18,7,4.578,""
2003-10-19,0,9.874,""
2003-10-19,1,7.653,""
2003-10-19,1.5,7.437,""
2003-10-19,2,7.39,""
2003-10-19,2.5,7.325,""
2003-10-19,3,7.33,""
2003-10-19,4,6.144,""
2003-10-19,5,4.903,""
2003-10-19,6,4.683,""
2003-10-19,7,4.578,""
2003-10-20,0,9.955,""
2003-10-20,1,7.757,""
2003-10-20,1.5,7.462,""
2003-10-20,2,7.397,""
2003-10-20,2.5,7.31,""
2003-10-20,3,7.3,""
2003-10-20,4,6.141,""
2003-10-20,5,4.907,""
2003-10-20,6,4.684,""
2003-10-20,7,4.577,""
2003-10-21,0,8.985,""
2003-10-21,1,7.889,""
2003-10-21,1.5,7.505,""
2003-10-21,2,7.404,""
2003-10-21,2.5,7.298,""
2003-10-21,3,7.267,""
2003-10-21,4,6.136,""
2003-10-21,5,4.932,""
2003-10-21,6,4.694,""
2003-10-21,7,4.579,""
2003-10-22,0,7.318,""
2003-10-22,1,7.543,""
2003-10-22,1.5,7.45,""
2003-10-22,2,7.401,""
2003-10-22,2.5,7.299,""
2003-10-22,3,7.322,""
2003-10-22,4,6.146,""
2003-10-22,5,4.934,""
2003-10-22,6,4.695,""
2003-10-22,7,4.579,""
2003-10-23,0,7.355,""
2003-10-23,1,7.282,""
2003-10-23,1.5,7.269,""
2003-10-23,2,7.241,""
2003-10-23,2.5,7.18,""
2003-10-23,3,7.282,""
2003-10-23,4,6.148,""
2003-10-23,5,4.946,""
2003-10-23,6,4.699,""
2003-10-23,7,4.579,""
2003-10-25,0,7.645,""
2003-10-25,1,6.633,""
2003-10-25,1.5,6.555,""
2003-10-25,2,6.531,""
2003-10-25,2.5,6.451,""
2003-10-25,3,6.651,""
2003-10-25,4,6.271,""
2003-10-25,5,4.959,""
2003-10-25,6,4.701,""
2003-10-25,7,4.579,""
2003-10-26,0,6.173,""
2003-10-26,1,6.428,""
2003-10-26,1.5,6.415,""
2003-10-26,2,6.391,""
2003-10-26,2.5,6.331,""
2003-10-26,3,6.544,""
2003-10-26,4,6.227,""
2003-10-26,5,4.989,""
2003-10-26,6,4.71,""
2003-10-26,7,4.579,""
2003-10-27,0,6.373,""
2003-10-27,1,6.129,""
2003-10-27,1.5,6.079,""
2003-10-27,2,6.04,""
2003-10-27,2.5,5.962,""
2003-10-27,3,6.169,""
2003-10-27,4,6.118,""
2003-10-27,5,4.993,""
2003-10-27,6,4.71,""
2003-10-27,7,4.579,""
2003-10-28,0,5.711,""
2003-10-28,1,5.847,""
2003-10-28,1.5,5.846,""
2003-10-28,2,5.823,""
2003-10-28,2.5,5.747,""
2003-10-28,3,5.995,""
2003-10-28,4,5.974,""
2003-10-28,5,5.009,""
2003-10-28,6,4.724,""
2003-10-28,7,4.58,""
2003-10-29,0,6.125,""
2003-10-29,1,5.727,""
2003-10-29,1.5,5.626,""
2003-10-29,2,5.579,""
2003-10-29,2.5,5.549,""
2003-10-29,3,5.716,""
2003-10-29,4,5.737,""
2003-10-29,5,5.124,""
2003-10-29,6,4.729,""
2003-10-29,7,4.579,""
2003-10-30,0,5.488,""
2003-10-30,1,5.599,""
2003-10-30,1.5,5.583,""
2003-10-30,2,5.553,""
2003-10-30,2.5,5.524,""
2003-10-30,3,5.709,""
2003-10-30,4,5.726,""
2003-10-30,5,5.152,""
2003-10-30,6,4.734,""
2003-10-30,7,4.58,""
2003-11-01,0,5.323,""
2003-11-01,1,5.253,""
2003-11-01,1.5,5.226,""
2003-11-01,2,5.21,""
2003-11-01,2.5,5.132,""
2003-11-01,3,5.365,""
2003-11-01,4,5.368,""
2003-11-01,5,5.2,""
2003-11-01,6,4.774,""
2003-11-01,7,4.578,""
2003-11-02,0,4.89,""
2003-11-02,1,5.15,""
2003-11-02,1.5,5.126,""
2003-11-02,2,5.103,""
2003-11-02,2.5,5.046,""
2003-11-02,3,5.279,""
2003-11-02,4,5.291,""
2003-11-02,5,5.177,""
2003-11-02,6,4.777,""
2003-11-02,7,4.581,""
2003-11-12,0,-0.004,""
2003-11-12,1,3.56,""
2003-11-12,1.5,3.578,""
2003-11-12,2,3.561,""
2003-11-12,2.5,3.527,""
2003-11-12,3,3.715,""
2003-11-12,4,3.728,""
2003-11-12,5,3.662,""
2003-11-12,6,3.717,""
2003-11-12,7,3.746,""
2003-11-13,0,-0.317,""
2003-11-13,1,3.572,""
2003-11-13,1.5,3.583,""
2003-11-13,2,3.57,""
2003-11-13,2.5,3.536,""
2003-11-13,3,3.715,""
2003-11-13,4,3.734,""
2003-11-13,5,3.666,""
2003-11-13,6,3.723,""
2003-11-13,7,3.748,""
2003-11-14,0,-0.474,""
2003-11-14,1,3.554,""
2003-11-14,1.5,3.563,""
2003-11-14,2,3.548,""
2003-11-14,2.5,3.51,""
2003-11-14,3,3.711,""
2003-11-14,4,3.714,""
2003-11-14,5,3.648,""
2003-11-14,6,3.713,""
2003-11-14,7,3.691,""
2003-11-15,0,-0.232,""
2003-11-15,1,3.535,""
2003-11-15,1.5,3.539,""
2003-11-15,2,3.528,""
2003-11-15,2.5,3.484,""
2003-11-15,3,3.704,""
2003-11-15,4,3.694,""
2003-11-15,5,3.62,""
2003-11-15,6,3.703,""
2003-11-15,7,3.656,""
2003-11-16,0,-0.216,""
2003-11-16,1,3.526,""
2003-11-16,1.5,3.528,""
2003-11-16,2,3.516,""
2003-11-16,2.5,3.471,""
2003-11-16,3,3.677,""
2003-11-16,4,3.678,""
2003-11-16,5,3.603,""
2003-11-16,6,3.668,""
2003-11-16,7,3.629,""
2003-11-17,0,0.076,""
2003-11-17,1,3.511,""
2003-11-17,1.5,3.515,""
2003-11-17,2,3.502,""
2003-11-17,2.5,3.454,""
2003-11-17,3,3.653,""
2003-11-17,4,3.669,""
2003-11-17,5,3.598,""
2003-11-17,6,3.662,""
2003-11-17,7,3.631,""
2003-11-18,0,0.408,""
2003-11-18,1,3.505,""
2003-11-18,1.5,3.511,""
2003-11-18,2,3.498,""
2003-11-18,2.5,3.445,""
2003-11-18,3,3.648,""
2003-11-18,4,3.669,""
2003-11-18,5,3.593,""
2003-11-18,6,3.653,""
2003-11-18,7,3.629,""
2003-11-19,0,0.29,""
2003-11-19,1,3.504,""
2003-11-19,1.5,3.503,""
2003-11-19,2,3.487,""
2003-11-19,2.5,3.429,""
2003-11-19,3,3.641,""
2003-11-19,4,3.644,""
2003-11-19,5,3.58,""
2003-11-19,6,3.643,""
2003-11-19,7,3.626,""
2003-11-20,0,0.937,""
2003-11-20,1,3.518,""
2003-11-20,1.5,3.517,""
2003-11-20,2,3.504,""
2003-11-20,2.5,3.45,""
2003-11-20,3,3.669,""
2003-11-20,4,3.666,""
2003-11-20,5,3.59,""
2003-11-20,6,3.669,""
2003-11-20,7,3.639,""
2003-11-21,0,0.049,""
2003-11-21,1,3.542,""
2003-11-21,1.5,3.543,""
2003-11-21,2,3.533,""
2003-11-21,2.5,3.49,""
2003-11-21,3,3.708,""
2003-11-21,4,3.7,""
2003-11-21,5,3.625,""
2003-11-21,6,3.707,""
2003-11-21,7,3.658,""
2003-11-22,0,-0.372,""
2003-11-22,1,3.522,""
2003-11-22,1.5,3.522,""
2003-11-22,2,3.509,""
2003-11-22,2.5,3.459,""
2003-11-22,3,3.679,""
2003-11-22,4,3.686,""
2003-11-22,5,3.608,""
2003-11-22,6,3.691,""
2003-11-22,7,3.651,""
2003-11-23,0,-0.23,""
2003-11-23,1,3.488,""
2003-11-23,1.5,3.5,""
2003-11-23,2,3.497,""
2003-11-23,2.5,3.454,""
2003-11-23,3,3.685,""
2003-11-23,4,3.69,""
2003-11-23,5,3.611,""
2003-11-23,6,3.705,""
2003-11-23,7,3.693,""
2003-11-24,0,-0.631,""
2003-11-24,1,3.474,""
2003-11-24,1.5,3.493,""
2003-11-24,2,3.492,""
2003-11-24,2.5,3.455,""
2003-11-24,3,3.695,""
2003-11-24,4,3.691,""
2003-11-24,5,3.61,""
2003-11-24,6,3.706,""
2003-11-24,7,3.691,""
2003-11-25,0,-1.088,""
2003-11-25,1,3.483,""
2003-11-25,1.5,3.49,""
2003-11-25,2,3.48,""
2003-11-25,2.5,3.444,""
2003-11-25,3,3.693,""
2003-11-25,4,3.691,""
2003-11-25,5,3.612,""
2003-11-25,6,3.707,""
2003-11-25,7,3.708,""
2003-11-26,0,-1.007,""
2003-11-26,1,3.475,""
2003-11-26,1.5,3.473,""
2003-11-26,2,3.463,""
2003-11-26,2.5,3.422,""
2003-11-26,3,3.68,""
2003-11-26,4,3.692,""
2003-11-26,5,3.618,""
2003-11-26,6,3.71,""
2003-11-26,7,3.722,""
2003-11-27,0,-0.39,""
2003-11-27,1,3.477,""
2003-11-27,1.5,3.475,""
2003-11-27,2,3.463,""
2003-11-27,2.5,3.421,""
2003-11-27,3,3.648,""
2003-11-27,4,3.691,""
2003-11-27,5,3.614,""
2003-11-27,6,3.71,""
2003-11-27,7,3.751,""
2003-11-28,0,-0.975,""
2003-11-28,1,3.482,""
2003-11-28,1.5,3.479,""
2003-11-28,2,3.465,""
2003-11-28,2.5,3.42,""
2003-11-28,3,3.64,""
2003-11-28,4,3.689,""
2003-11-28,5,3.614,""
2003-11-28,6,3.713,""
2003-11-28,7,3.759,""
2003-11-29,0,-1.454,""
2003-11-29,1,3.478,""
2003-11-29,1.5,3.475,""
2003-11-29,2,3.462,""
2003-11-29,2.5,3.42,""
2003-11-29,3,3.64,""
2003-11-29,4,3.652,""
2003-11-29,5,3.614,""
2003-11-29,6,3.722,""
2003-11-29,7,3.761,""
2003-11-30,0,-1.024,""
2003-11-30,1,3.48,""
2003-11-30,1.5,3.48,""
2003-11-30,2,3.464,""
2003-11-30,2.5,3.42,""
2003-11-30,3,3.64,""
