"datetime"	"wtr_0.5"	"wtr_1.0"	"wtr_1.5"	"wtr_2.0"	"wtr_2.5"	"wtr_3.0"	"wtr_3.5"	"wtr_4.0"	"wtr_5.0"
"2010-05-14 16:10:00"	12.01	11.96	11.99	11.87	11.75	11.64	11.08	9.19	6.49
"2010-05-14 16:15:00"	12.01	11.96	11.99	11.87	11.75	11.71	11.02	9.13	6.49
"2010-05-14 16:20:00"	12.01	11.96	11.99	11.93	11.75	11.64	11.02	9	6.49
"2010-05-14 16:25:00"	12.01	11.96	11.99	11.93	11.81	11.71	11.08	9.07	6.55
"2010-05-14 16:30:00"	12.01	11.96	11.99	11.93	11.81	11.71	11.15	9.13	6.49
"2010-05-14 16:35:00"	12.01	11.96	11.99	11.93	11.81	11.71	11.15	9.25	6.42
"2010-05-14 16:40:00"	12.01	11.96	11.99	11.93	11.81	11.64	11.08	9.39	6.42
"2010-05-14 16:45:00"	12.01	11.96	11.99	11.93	11.81	11.71	10.96	9.39	6.42
"2010-05-14 16:50:00"	12.01	11.96	11.99	11.93	11.81	11.71	10.9	9.45	6.42
"2010-05-14 16:55:00"	12.01	11.96	11.99	11.93	11.81	11.64	10.9	9.45	6.42
"2010-05-14 17:00:00"	12.01	11.96	11.99	11.93	11.81	11.64	10.83	9.45	6.42
"2010-05-14 17:05:00"	12.01	11.96	11.99	11.93	11.81	11.64	10.9	9.39	6.49
"2010-05-14 17:10:00"	12.01	11.96	11.99	11.93	11.81	11.64	10.96	9.32	6.42
"2010-05-14 17:15:00"	12.01	11.96	11.99	11.93	11.81	11.64	10.96	9.32	6.49
"2010-05-14 17:20:00"	12.01	11.96	11.99	11.93	11.81	11.64	11.08	9.32	6.42
"2010-05-14 17:25:00"	12.01	11.96	11.99	11.93	11.81	11.64	11.08	9.39	6.36
"2010-05-14 17:30:00"	12.01	11.96	11.99	11.93	11.81	11.64	11.08	9.32	6.3
"2010-05-14 17:35:00"	12.07	11.96	11.99	11.93	11.81	11.64	11.08	9.32	6.24
"2010-05-14 17:40:00"	12.07	11.96	11.99	11.93	11.81	11.64	11.15	9.32	6.3
"2010-05-14 17:45:00"	12.07	11.96	11.99	11.93	11.81	11.71	11.15	9.32	6.3
"2010-05-14 17:50:00"	12.07	12.02	11.99	11.93	11.81	11.64	11.15	9.25	6.3
"2010-05-14 17:55:00"	12.07	11.96	11.99	11.93	11.81	11.71	11.21	9.32	6.36
"2010-05-14 18:00:00"	12.07	11.96	11.99	11.93	11.81	11.71	11.21	9.45	6.3
"2010-05-14 18:05:00"	12.07	12.02	11.99	11.93	11.81	11.71	11.21	9.51	6.36
"2010-05-14 18:10:00"	12.07	12.02	11.99	11.93	11.81	11.71	11.21	9.32	6.42
"2010-05-14 18:15:00"	12.07	12.02	11.99	11.93	11.81	11.71	11.15	9.19	6.49
"2010-05-14 18:20:00"	12.07	12.02	11.99	11.93	11.81	11.71	11.21	9.19	6.49
"2010-05-14 18:25:00"	12.07	12.02	11.99	11.93	11.81	11.71	11.21	9.32	6.55
"2010-05-14 18:30:00"	12.07	12.02	11.99	11.93	11.81	11.71	11.15	9.19	6.55
"2010-05-14 18:35:00"	12.14	12.02	11.99	11.93	11.81	11.71	11.02	9.25	6.49
"2010-05-14 18:40:00"	12.07	12.02	11.99	11.93	11.81	11.71	10.96	9.25	6.42
"2010-05-14 18:45:00"	12.14	12.02	11.99	11.93	11.81	11.71	11.02	9.25	6.49
"2010-05-14 18:50:00"	12.07	12.02	11.99	11.93	11.81	11.71	11.02	9.19	6.55
"2010-05-14 18:55:00"	12.07	12.02	11.99	11.93	11.81	11.71	11.08	9.25	6.55
